indroea;anomes_ci;dia_ci;hci;qci
2036;197911;;;111.6
2036;197912;;;158.8
2036;198001;;;105.9
2036;198002;;;95
2036;198003;;;158.8
2036;198004;;;144.1
2036;198005;14;3.26;263.8
2036;198006;;;113.5
2036;198007;;;22.75
2036;198008;;;13
2036;198009;;;9.2
2036;198010;;;9.94
2036;198011;;;31
2036;198012;;;56.6
2036;198101;;;56.6
2036;198102;;;35.5
2036;198103;1;1.3;59
2036;198104;;;58.2
2036;198105;;;40.15
2036;198106;;;13.72
2036;198107;;;11.56
2036;198108;;;2.52
2036;198109;;;8.59
2036;198110;;;8.59
2036;198111;;;13.72
2036;198112;31;3.75;335.25
2036;198201;;;147.25
2036;198202;;;37.05
2036;198203;;;33.25
2036;198204;;;20.515
2036;198205;;;11.02
2036;198206;;;16.07
2036;198207;;;4.784
2036;198208;;;2.52
2036;198209;;;11.02
2036;198210;;;16.07
2036;198211;;;140.075
2036;198212;;;190.35
2036;198301;;;37.825
2036;198302;27;3;228
2036;198303;;;69.4
2036;198304;;;173.25
2036;198305;;;116.2
2036;198306;;;23.89
2036;198307;;;14.8
2036;198308;;;23.89
2036;198309;;;8.59
2036;198310;;;7.3
2036;198311;;;14.775
2036;198312;;;66.2
2036;198401;;;76.6
2036;198402;;;63.8
2036;198403;;;98.3
2036;198404;2;2.62;182.3
2036;198405;;;109.9
2036;198406;;;154.425
2036;198407;;;17.6
2036;198408;;;5.7
2036;198409;;;11.95
2036;198410;;;17.43
2036;198411;17;3.46;306.4
2036;198412;;;142.762
2036;198501;;;253
2036;198502;;;303.6
2036;198503;;;96
2036;198504;;;218.4
2036;198505;;;52.18
2036;198506;;;71
2036;198507;;;20.1
2036;198508;;;7.13
2036;198509;;;8.495
2036;198510;;;8.95
2036;198511;;;16.9
2036;198512;;;86
2036;198601;;;47.405
2036;198602;18;3.26;279.1
2036;198603;;;148.864
2036;198604;;;82
2036;198605;;;46.45
2036;198606;;;18.49
2036;198607;;;4.4
2036;198608;;;2.18
2036;198609;;;18.49
2036;198610;1;0.53;10.924
2036;198611;17;0.56;12.358
2036;198612;15;0.66;17.337
2036;198701;29;1.24;52.752
2036;198702;4;1.03;38.637
2036;198703;2;0.98;35.485
2036;198704;9;4.19;405.394
2036;198705;1;0.81;25.403
2036;198706;16;0.64;16.315
2036;198707;15;0.66;17.337
2036;198708;1;0.49;9.045
2036;198709;28;0.48;8.6
2036;198710;30;0.67;14.507
2036;198711;15;0.68;14.987
2036;198712;16;1.27;57.26
2036;198801;31;3.88;433.238
2036;198802;7;2.2;169.751
2036;198803;9;0.93;29.895
2036;198804;20;2.62;231.524
2036;198805;2;1.35;64.851
2036;198806;16;1.14;45.87
2036;198807;6;1.12;44.19
2036;198808;1;0.64;13.068
2036;198809;30;0.54;8.742
2036;198810;23;0.6;11.14
2036;198811;12;0.6;11.14
2036;198812;17;0.72;17.052
2036;198901;9;0.64;13.06
2036;198902;27;0.9;27.79
2036;198903;2;0.88;26.532
2036;198910;25;0.48;6.492
2036;198911;28;0.6;11.14
2036;198912;23;1.7;102.82
2036;199001;29;1.04;37.884
2036;199002;3;1.08;40.968
2036;199003;5;0.71;16.496
2036;199004;8;0.88;26.532
2036;199005;1;0.76;19.276
2036;199006;12;0.62;12.1
2036;199007;17;0.42;4.578
2036;199008;31;0.36;3.016
2036;199009;2;0.38;3.478
2036;199010;30;1.18;49.222
2036;199011;11;0.76;19.276
2036;199012;31;1.31;60.953
2036;199101;1;1.39;68.737
2036;199102;11;1.12;44.188
2036;199103;10;1.72;105.28
2036;199104;17;2.1;155.675
2036;199105;1;0.97;32.697
2036;199106;2;0.79;20.944
2036;199107;26;0.52;7.932
2036;199108;1;0.48;6.492
2036;199109;13;0.52;7.932
2036;199110;22;0.85;24.023
2036;199111;16;2.1;147.232
2036;199112;1;0.79;20.579
2036;199201;29;0.62;11.941
2036;199202;17;0.64;12.805
2036;199203;31;0.74;17.778
2036;199204;4;2.31;174.384
2036;199205;3;0.8;21.153
2036;199206;25;1.9;121.821
2036;199207;1;0.88;25.946
2036;199208;21;0.62;11.941
2036;199209;30;0.65;13.237
2036;199210;31;1.75;103.884
2036;199211;1;1.71;99.395
2036;199212;8;2.89;249.984
2036;199301;17;0.85;24.023
2036;199302;2;0.79;20.579
2036;199303;26;0.83;22.875
2036;199304;30;0.91;27.869
2036;199305;27;2.24;165.316
2036;199306;1;1.04;36.787
2036;199307;6;0.65;13.237
2036;199308;11;0.54;8.56
2036;199309;19;0.5;7.136
2036;199310;19;1.19;48.51
2036;199311;9;0.79;20.579
2036;199312;1;1.07;39.032
2036;199401;11;3.19;289.368
2036;199402;4;2.04;139.503
2036;199403;2;1.31;58.843
2036;199404;16;0.83;22.875
2036;199405;22;1.91;123.054
2036;199406;1;0.83;22.875
2036;199407;1;0.55;8.916
2036;199408;29;0.58;10.212
2036;199409;27;0.63;12.373
2036;199410;26;0.77;19.431
2036;199411;13;1.14;44.417
2036;199412;31;0.88;25.946
2036;199501;2;2.87;247.363
2036;199502;16;3.28;301.222
2036;199503;7;1.87;118.125
2036;199504;1;0.78;20.005
2036;199505;20;0.91;27.869
2036;199506;23;0.62;11.941
2036;199507;2;0.67;14.246
2036;199508;11;0.66;13.742
2036;199509;13;0.49;6.78
2036;199510;;0.54;8.94
2036;199511;;0.68;14.8
2036;199512;;4.94;548.02
2036;199601;;3.74;328.32
2036;199602;;1.86;93.71
2036;199603;;1.16;40.54
2036;199604;;2.13;119.18
2036;199605;;1.12;38.06
2036;199606;;0.78;19.45
2036;199607;;0.62;12.2
2036;199608;;0.65;13.48
2036;199609;;0.64;13.05
2036;199610;22;0.67;14.36
2036;199611;24;2.26;132.42
2036;199612;15;3.32;264.3
2036;199701;24;2.88;204.4
2036;199702;1;1.35;53.14
2036;199703;1;0.94;27.66
2036;199704;22;0.86;23.43
2036;199705;31;1.72;81.6
2036;199706;4;2.67;178.39
2036;199707;18;0.99;30.43
2036;199708;29;0.98;29.87
2036;199709;2;0.87;23.95
2036;199710;29;0.89;24.99
2036;199711;12;3.31;262.86
2036;199712;19;5.44;655.65
2036;199801;1;2.51;159.69
2036;199802;3;1.37;54.55
2036;199803;1;0.92;26.58
2036;199804;18;1.71;80.76
2036;199805;1;1.55;67.88
2036;199806;3;1.86;93.71
2036;199807;2;0.89;24.99
2036;199808;7;0.66;13.92
2036;199809;24;0.75;18.01
2036;199810;11;0.65;10.381
2036;199811;5;0.76;14.518
2036;199812;13;0.8;16.176
2036;199901;19;1.04;27.828
2036;199902;28;0.86;18.814
2036;199903;1;0.87;19.271
2036;199904;28;0.98;24.64
2036;199905;21;0.99;25.159
2036;199906;5;0.82;17.035
2036;199907;13;0.59;8.384
2036;199908;1;0.61;9.029
2036;199909;26;0.52;6.285
2036;199910;25;1;25.683
2036;199911;26;0.83;17.472
2036;199912;16;3.06;242.073
2036;200001;1;1.26;41.085
2036;200002;3;0.91;21.153
2036;200003;25;0.74;13.72
2036;200004;23;2.38;146.765
2036;200005;12;1.32;45.128
2036;200006;7;0.8;16.176
2036;200007;26;0.64;10.036
2036;200008;13;0.6;8.704
2036;200009;13;0.6;8.704
2036;200010;22;0.67;10.8
2036;200011;24;3.06;244
2036;200012;8;2.85;211
2036;200101;28;4.69;573
2036;200102;8;3.59;336
2036;200103;5;4.89;623
2036;200104;1;1.73;77.6
2036;200105;10;1.06;28.6
2036;200106;1;0.79;15.4
2036;200107;9;0.83;17
2036;200108;15;0.68;11.1
2036;200109;16;0.97;23.3
2036;200110;21;0.79;15.7
2036;200111;16;0.72;13.2
2036;200112;1;0.65;10.8
2036;200201;25;0.78;15.3
2036;200202;5;0.81;16.6
2036;200203;21;0.93;21.6
2036;200204;8;0.92;21.3
2036;200205;11;0.75;14.1
2036;200206;10;0.78;15.3
2036;200207;10;0.55;7.76
2036;200208;25;0.57;8.31
2036;200209;24;0.59;8.88
2036;200210;27;0.78;15.3
2036;200211;24;2.24;119
2036;200212;19;2.06;101
2036;200301;4;4.1;380
2036;200302;6;3.72;316
2036;200303;1;2.04;99.6
2036;200304;21;1.88;84.4
2036;200305;9;2.44;140
2036;200306;3;0.84;17.7
2036;200307;1;0.65;10.9
2036;200308;31;0.56;7.96
2036;200309;4;0.6;9.21
2036;200310;31;1.01;31.2
2036;200311;1;1.67;86.4
2036;200312;2;2.98;234
2036;200401;28;3.02;239
2036;200402;1;1.58;78.2
2036;200403;14;2.54;180
2036;200404;3;1.77;96.6
2036;200405;1;1.24;48.6
2036;200406;8;0.84;20.5
2036;200407;6;0.63;8.69
2036;200408;10;0.66;10.4
2036;200409;24;0.63;8.72
2036;200410;29;0.72;13.5
2036;200411;3;0.72;13.4
2036;200412;31;0.76;15.5
2036;200501;1;1.1;37.1
2036;200502;5;0.83;19.1
2036;200503;23;1.07;35.3
2036;200504;5;1.01;30.8
2036;200505;17;0.79;17.2
2036;200506;1;0.64;10
2036;200507;8;0.4;2.29
2036;200508;31;0.39;1.95
2036;200509;8;0.45;3.43
2036;200510;31;0.77;15.4
2036;200511;17;1.56;67.7
2036;200512;31;1.25;45.5
2036;200601;2;1.37;53.2
2036;200602;28;0.85;19.5
2036;200603;6;2.63;151
2036;200604;18;1.47;60.8
2036;200605;7;0.98;27.9
2036;200606;21;0.7;12
2036;200607;1;0.56;6.62
2036;200608;18;0.49;4.45
2036;200609;26;0.53;5.69
2036;200610;24;1.57;67.8
2036;200611;27;2.28;119
2036;200612;9;2.87;176
2036;200701;31;0.91;23.7
2036;200702;13;3.6;286
2036;200703;28;2.57;144
2036;200704;1;1.91;93.4
2036;200705;22;2.12;107
2036;200706;18;1.51;63.3
2036;200707;2;0.86;20.5
2036;200708;7;0.67;10.9
2036;200709;22;0.7;11.9
2036;200710;2;0.9;22.7
2036;200711;22;0.83;18.7
2036;200712;9;0.7;12.1
2036;200801;17;0.95;26.2
2036;200802;6;0.84;19.1
2036;200803;29;1.06;33.5
2036;200804;12;2.69;157
2036;200805;25;3.05;199
2036;200806;2;3.22;223
2036;200807;1;0.87;21.1
2036;200808;6;0.67;10.8
2036;200809;10;0.72;12.9
2036;200810;29;0.68;10.3
2036;200811;5;0.83;18.2
2036;200812;10;2.45;145
2036;200901;25;3.91;302
2036;200902;11;2.12;114
2036;200903;9;1.87;92.6
2036;200904;17;1.02;29.3
2036;200905;2;0.97;26.1
2036;200906;16;0.76;14.2
2036;200907;1;0.64;8.56
2036;200908;3;0.54;4.28
2036;200909;19;0.52;3.72
2036;200910;23;0.85;19.1
2036;200911;30;0.75;13.5
2036;200912;31;3.82;292
2036;201001;15;4.72;401
2036;201002;27;3.56;262
2036;201003;1;3.16;218
2036;201004;2;1.69;77.5
2036;201005;14;1.3;47.4
2036;201006;18;1.6;70
2036;201007;2;0.86;19.6
2036;201008;3;0.58;5.68
2036;201009;18;0.62;7.46
2036;201010;19;0.73;14.1
2036;201011;22;0.92;25.3
2036;201012;24;2.14;121
2036;201101;8;2.36;141
2036;201102;23;2.89;192
2036;201103;18;2.76;180
2036;201104;1;1.47;64.1
2036;201105;2;1.04;32.6
2036;201106;1;0.85;21.2
2036;201107;13;0.72;13.6
2036;201108;3;0.56;5.79
2036;201109;2;0.55;5.43
2036;201110;24;0.7;11.9
2036;201111;8;0.71;12.9
2036;201112;18;0.79;16.9
2036;201201;4;0.65;9.46
2036;201202;20;0.79;17.1
2036;201203;6;0.78;16.4
2036;201204;30;1.94;101.3
2036;201205;10;1.91;98.1
2036;201206;4;0.7;12.4
2036;201207;29;0.62;8.52
2036;201208;2;0.48;3.78
2036;201209;27;0.47;3.72
2036;201210;26;0.56;6.15
2036;201211;28;0.72;13.4
2036;201212;18;2.03;109.2
2036;201301;20;4.35;353.5
2036;201302;3;1.95;101.6
2036;201303;31;4.75;403
2036;201304;1;4.22;338.2
2036;201305;21;1.45;61.1
2036;201306;10;1.11;36.5
2036;201307;13;0.82;18.4
2036;201308;1;0.58;6.84
2036;201309;8;0.69;11.5
2036;201310;27;0.93;25.1
2036;201311;6;1.1;35.8
2036;201312;26;2.65;167.1
2036;201401;5;4.08;322.7
2036;201402;11;3.62;269.1
2036;201403;4;2.85;187.3
2036;201404;27;1.42;58.6
2036;201405;1;1.09;35.1
2036;201406;27;0.83;18.9
2036;201407;4;0.73;13.6
2036;201408;2;0.52;4.93
2036;201409;26;0.57;6.61
2036;201410;17;0.94;25.827
2036;201411;30;1.65;76.374
2036;201412;1;1.57;70.464
2036;201501;31;1.36;53.913
2036;201502;17;3.21;224.775
2036;201503;4;1.7;81.12
2036;201504;2;1.07;33.655
2036;201505;5;0.96;26.856
2036;201506;13;1.18;41.362
2036;201507;1;0.6;7.6
2036;201508;15;0.5;4.364
2036;201509;18;0.6;7.562
2036;201510;13;0.73;13.844
2036;201511;6;0.79;16.9
2036;201512;1;0.68;11.248
2036;201601;12;4.28;346.161
2036;201602;14;4.64;389.524
2036;201603;1;2.32;134.927
2036;201604;21;3.87;297.963
2036;201605;1;1.55;68.342
2036;201606;5;1.01;29.804
2036;201607;4;0.75;14.792
2036;201608;2;0.57;6.507
2036;201609;14;0.57;6.441
2036;201610;14;0.61;6.311
2036;201611;22;0.93;23.249
2036;201612;1;0.73;11.775
2036;201701;17;0.76;13.427
2036;201702;6;1.97;103.662
2036;201703;8;1.04;30.204
2036;201704;1;0.76;13.753
2036;201705;20;0.8;15.718
2036;201706;7;0.73;12.097
2036;201707;4;0.45;2.716
2036;201708;30;0.43;2.312
2036;201709;3;0.42;1.904
2036;201710;23;0.53;2.719
2036;201711;26;0.66;7.179
2036;201712;16;1.08;26.448
2036;201801;7;1.14;29.931
2036;201802;16;1.96;84.847
2036;201803;12;3.74;240.342
2036;201804;12;3.24;192.836
2036;201805;1;1.39;45.217
2036;201806;3;1.39;44.962
2036;201807;10;1.01;23.004
2036;201808;1;0.7;8.34
2036;201809;10;0.67;7.257
2036;201810;5;0.61;5.72
2036;201811;27;1.02;24.868
2036;201812;17;2.43;129.053
2036;201901;25;1.39;49.989
2036;201902;2;4.07;274.138
2036;201903;8;1.03;25.422
2036;201904;26;2.54;137.823
2036;201905;1;1.25;39.973
2036;201906;12;0.75;10.36
2036;201907;4;0.76;10.668
2036;201908;2;0.7;8.407
2036;201909;19;0.7;8.475
2036;201910;26;0.8;12.722
2036;201911;30;2.35;122.674
2036;201912;22;4.36;303.376
2036;202001;31;1.9;82.602
2036;202002;2;1.83;77.395
2036;202003;6;1.53;56.649
2036;202004;28;1.77;73.337
2036;202005;1;1.38;47.171
2036;202006;4;1.12;31.445
2036;202007;1;0.68;9.635
2036;202008;12;0.67;9.454
2036;202009;21;0.83;16.2
2036;202010;24;1.33;42.896
2036;202011;9;0.94;19.706
2036;202012;12;1.93;82.957
2036;202101;27;3.56;223.244
2036;202102;11;3.7;236.268
2036;202103;1;1.4;47.483
2036;202104;11;0.96;20.596
2036;202105;15;1.16;33.244
2036;202106;20;1.05;26.186
2036;202107;2;0.85;14.898
2036;202108;4;0.5;3.182
2036;202109;25;0.65;7.166
2037;201310;23;0.87;19.7
2037;201311;6;0.47;5.28
2037;201312;15;0.37;3.09
2037;201401;2;0.3;1.76
2037;201402;14;0.32;2.11
2037;201403;5;0.3;1.73
2037;201404;2;0.29;1.62
2037;201405;28;0.41;3.95
2037;201406;11;0.27;1.38
2037;201407;21;0.28;1.43
2037;201408;2;0.28;1.48
2037;201409;18;0.31;1.94
2037;201410;8;0.31;1.874
2037;201411;13;0.3;1.746
2037;201412;22;0.28;1.534
2037;201501;14;0.57;8.22
2037;201502;14;1.24;40.342
2037;201503;27;0.7;12.711
2037;201504;1;1.46;56.091
2037;201505;5;1.52;60.101
2037;201506;7;0.29;1.654
2037;201507;13;0.34;2.467
2037;201508;14;0.6;9.12
2037;201509;11;0.27;1.361
2037;201510;13;0.48;5.669
2037;201511;26;0.61;9.385
2037;201512;1;0.27;1.334
2037;201601;27;0.39;3.424
2037;201602;13;0.28;1.432
2037;201603;10;0.27;1.32
2037;201604;18;1.07;30.265
2037;201605;8;0.87;19.939
2037;201606;20;0.96;24.193
2037;201607;27;0.38;3.154
2037;201608;3;0.32;2.021
2037;201609;19;0.27;1.279
2037;201610;7;0.24;0.924
2037;201611;22;0.28;1.446
2037;201612;14;0.25;1.095
2037;201701;10;0.25;1.082
2037;201702;4;0.4;3.614
2037;201703;27;0.26;1.238
2037;201704;25;0.64;10.513
2037;201705;1;0.33;2.244
2037;201706;26;0.26;1.238
2037;201707;9;0.26;1.238
2037;201708;1;0.24;0.983
2037;201709;9;0.24;0.889
2037;201710;26;0.35;2.55
2037;201711;7;0.35;2.569
2037;201712;11;0.36;2.874
2037;201801;27;0.28;1.475
2037;201802;21;0.29;1.549
2037;201803;1;0.28;1.432
2037;201804;24;1.1;31.921
2037;201805;1;0.49;5.856
2037;201806;24;0.25;1.082
2037;201807;4;0.26;1.198
2037;201808;1;0.25;1.008
2037;201809;5;0.24;0.936
2037;201810;29;0.24;0.994
2037;201811;25;0.26;1.172
2037;201812;16;0.25;1.078
2037;201901;24;0.25;1.07
2037;201902;24;0.25;1.07
2037;201903;6;0.25;1.07
2037;201904;19;0.25;1.043
2037;201905;6;0.25;1.114
2037;201906;20;0.25;1.085
2037;201907;5;0.25;1.086
2037;201908;1;0.25;1.057
2037;201909;21;0.24;0.983
2037;201910;19;0.25;1.032
2037;201911;22;0.29;1.608
2037;201912;25;1.04;28.759
2037;202001;1;0.81;17.397
2037;202002;19;0.26;1.212
2037;202003;2;0.26;1.212
2037;202004;18;1.03;27.828
2037;202005;31;0.28;1.404
2037;202006;3;0.28;1.446
2037;202007;13;0.28;1.432
2037;202008;20;0.28;1.446
2037;202009;19;0.28;1.446
2037;202010;2;0.3;1.778
2037;202011;27;0.27;1.389
2037;202012;8;0.28;1.446
2037;202101;21;0.29;1.684
2037;202102;12;0.29;1.639
2037;202103;22;0.3;1.7
2037;202104;2;0.29;1.563
2037;202105;3;0.29;1.593
2037;202106;30;0.32;2.106
2037;202107;2;0.29;1.639
2037;202108;31;0.28;1.404
2037;202109;29;0.47;5.2
2038;195310;;;4.92
2038;195311;;;4.92
2038;195312;;;6.86
2038;195401;;;10.7
2038;195402;;;23.98
2038;195403;;1.18;47.98
2038;195406;;;35.38
2038;195407;;;13.2
2038;195408;;;14
2038;195409;;;12.12
2038;195410;;;3.8
2038;195411;;;15.2
2038;195412;;;13.2
2038;195501;;;26.32
2038;195502;;;31.6
2038;195503;;1.2;50.5
2038;195504;;;20.2
2038;195505;;;12.12
2038;195506;;;10
2038;195507;;;14
2038;195508;;;15.2
2038;195509;;;13.2
2038;195510;;;4.6
2038;195511;;;68.14
2038;195512;;;60.58
2038;195601;;;53.02
2038;195602;;;25.54
2038;195603;;;65.62
2038;195604;;1.68;110.98
2038;195605;;;45.46
2038;195606;;;28
2038;195607;;;15.2
2038;195608;;;15.2
2038;195609;;;17.04
2038;195610;;;16.58
2038;195611;;;18.58
2038;195612;;;7.52
2038;195701;;;4.4
2038;195702;;0.93;22
2038;195703;;;22
2038;195704;;;11.05
2038;195705;;;12.48
2038;195706;;;11.76
2038;195707;;;12.48
2038;195708;;;13.6
2038;195709;;;8.57
2038;195710;;;7.52
2038;195711;;;15.2
2038;195712;;;14.8
2038;195801;;;9.82
2038;195802;;;76.96
2038;195803;;1.54;93.34
2038;195804;;;66.88
2038;195805;;;76.96
2038;195806;;;23.98
2038;195807;;;20.2
2038;195808;;;13.2
2038;195809;;;14.8
2038;195810;;;11.76
2038;195812;;1.4;75.7
2038;195901;;;50.5
2038;195902;;;16.58
2038;195903;;;19.68
2038;195904;;;27.1
2038;195905;;;31.6
2038;195906;;;20.2
2038;195907;;;14.2
2038;195908;;;18.04
2038;195909;;;14
2038;195910;;;18.58
2038;195911;;;30.7
2038;195912;;1.83;129.88
2038;196001;;;69.4
2038;196002;;;97.12
2038;196003;;;76.96
2038;196004;;;32.86
2038;196005;;;58.06
2038;196006;;;20.2
2038;196007;;;14.8
2038;196008;;;12.12
2038;196009;;;13.6
2038;196010;;;44.2
2038;196011;;1.62;103.4
2038;196012;;;34.1
2038;196101;;;55.5
2038;196102;;;40.4
2038;196103;;;26.3
2038;196104;;;16.1
2038;196105;;;26.3
2038;196106;;;14.8
2038;196107;;;19.1
2038;196108;;;19.1
2038;196109;;;14
2038;196110;;;19.1
2038;196111;;;76.9
2038;196112;;;65.6
2038;196201;;;118.5
2038;196202;;;18.5
2038;196203;;;53
2038;196204;;;95.8
2038;196205;;;36.6
2038;196206;;;13.6
2038;196207;;;17.5
2038;196208;;;17.5
2038;196209;;;16.1
2038;196210;;;8.2
2038;196211;;;6.8
2038;196212;;;17
2038;196301;;1.52;90.8
2038;196302;;;13.6
2038;196303;;;51.7
2038;196304;;;27.1
2038;196305;;;28
2038;196306;;;20.2
2038;196307;;;20.8
2038;196308;;;53
2038;196309;;;39.1
2038;197510;;;4.84
2038;197511;;;7.94
2038;197512;;;6.8
2038;197601;3;2.08;51.12
2038;197602;;;6.8
2038;197603;;;7.56
2038;197604;;;6.8
2038;197605;;;22.46
2038;197606;;;26.84
2038;197607;;;23.19
2038;197608;;;17.52
2038;197609;;;13.36
2038;197610;;;32.68
2038;197611;;;12.9
2038;197612;;;10.6
2038;197701;;;54.8
2038;197702;20;2.62;99.8
2038;197703;;;35.6
2038;197704;;;22.46
2038;197705;;;21
2038;197706;;;23.19
2038;197707;;;22.46
2038;197708;;;25.38
2038;197709;;;22.46
2038;197710;;;28.3
2038;197711;;;5.72
2038;197712;;;38
2038;197801;;;26.11
2038;197802;25;2.4;80
2038;197803;;;76.4
2038;197804;;;19.84
2038;197805;;;49.24
2038;197806;;;16.36
2038;197807;;;17.52
2038;197808;;;15.78
2038;197809;;;13.36
2038;197810;;;7.94
2038;197811;;;7.56
2038;197812;;;76.4
2038;197901;;;63.8
2038;197902;10;3.67;194.3
2038;197903;;;69.2
2038;197904;;;69.2
2038;197905;;;23.92
2038;197906;;;29.76
2038;197907;;;31.95
2038;197908;;;25.38
2038;197909;;;17.52
2038;197910;;;8.32
2038;197911;;;8.7
2038;197912;;;7.56
2038;198001;;;43.6
2038;198002;20;3.28;159.2
2038;198003;;;47.36
2038;198004;;;29.76
2038;198005;;;32.68
2038;198006;;;21
2038;198007;;;20.42
2038;198008;;;21
2038;198009;;;18.1
2038;198010;;;18.68
2038;198011;;;16.36
2038;198012;;;16.36
2038;198101;;;8.32
2038;198102;;;18.68
2038;198103;;;12.44
2038;198104;;;11.52
2038;198105;;;29.03
2038;198106;18;1.84;31.22
2038;198107;;;23.92
2038;198108;;;20.42
2038;198109;;;12.44
2038;198110;;;34.14
2038;198111;;;11.06
2038;198112;30;2.04;47.36
2038;198201;;;17.52
2038;198202;;;9.08
2038;198203;;;7.56
2038;198204;;;21
2038;198205;;;26.84
2038;198206;;;21
2038;198207;;;16.36
2038;198208;;;16.36
2038;198209;;;13.36
2038;198210;;;9.08
2038;198211;;;15.2
2038;198212;;;19.84
2038;198301;;;6.53
2038;198302;;;33.41
2038;198303;;;19.26
2038;198304;;;77.3
2038;198305;7;2.64;101.6
2038;198306;;;40.4
2038;198307;;;32.68
2038;198308;;;25.38
2038;198309;;;25.38
2038;198310;;;12.9
2038;198311;;;8.32
2038;198312;;;14.74
2038;198401;;;6.53
2038;198402;;;7.56
2038;198403;;;19.84
2038;198404;;;15.2
2038;198405;;;20.42
2038;198406;15;1.87;33.41
2038;198407;;;31.22
2038;198408;;;26.84
2038;198409;;;22.46
2038;198410;;;11.98
2038;198411;;;31.22
2038;198412;;;13.82
2038;198501;;;43.6
2038;198502;15;2.18;60.2
2038;198503;;;17.52
2038;198504;;;53
2038;198505;;;34.14
2038;198506;;;34.14
2038;198507;;;26.84
2038;198508;;;26.11
2038;198509;;;22.46
2038;198510;;;9.08
2038;198511;;;5.72
2038;198512;;;19.84
2038;198601;;;5.18
2038;198602;;;19.26
2038;198603;;;12.44
2038;198604;;;5.72
2038;198605;22;1.84;31.22
2038;198606;;;29.76
2038;198607;;;18.68
2038;198608;;;15.2
2038;198609;;;11.06
2038;198610;5;1.54;12.44
2038;198611;26;1.34;5.18
2038;198612;1;1.32;4.64
2038;198701;28;1.54;12.44
2038;198702;2;1.4;6.8
2038;198703;6;1.38;6.26
2038;198704;27;1.36;5.72
2038;198705;21;1.78;26.84
2038;198706;1;1.78;26.84
2038;198707;1;1.35;5.45
2038;198708;1;1.3;4.1
2038;198709;17;1.29;3.91
2038;198710;15;1.86;32.739
2038;198711;14;1.43;8.168
2038;198712;4;2;44.999
2038;198801;30;2.14;59.717
2038;198802;6;1.94;39.484
2038;198803;1;1.37;6.17
2038;198804;18;2.36;87.477
2038;198805;8;1.9;35.998
2038;198806;5;1.4;7.102
2038;198807;24;1.6;15.615
2038;198808;4;1.48;10.082
2038;198809;4;1.46;9.279
2040;195310;;;3.575
2040;195311;;;2.425
2040;195312;;;4.49
2040;195401;;;4.01
2040;195402;;;12.175
2040;195403;;1.47;23.057
2040;195404;;;12.175
2040;195405;;;22.112
2040;195406;;;21.486
2040;195407;;;2.5
2040;195408;;;4.3
2040;195409;;;3.245
2040;195410;;;1.235
2040;195411;;;6.19
2040;195412;;;9.19
2040;195501;;;16.165
2040;195502;;1.47;23.051
2040;195503;;1.47;23.051
2040;195504;;;14.295
2040;195505;;;3.575
2040;195506;;;4.01
2040;195507;;;3.025
2040;195508;;;5.06
2040;195509;;;4.01
2040;195510;;;1.825
2040;195511;;;28.059
2040;195512;;;28.059
2040;195601;;;30.25
2040;195602;;;9.19
2040;195603;;2.08;42.144
2040;195604;;;40.266
2040;195605;;;21.173
2040;195606;;;15.226
2040;195607;;;8.145
2040;195608;;;8.145
2040;195609;;;6.19
2040;195610;;;11.49
2040;195611;;;9.6
2040;195612;;;7.62
2040;195701;;;7.62
2040;195702;;1.12;21
2040;195703;;;16.42
2040;195704;;;9.84
2040;195705;;;9.84
2040;195706;;;7.62
2040;195707;;;6.68
2040;195708;;;6.14
2040;195709;;;7.4
2040;195710;;;5.96
2040;195711;;;11.49
2040;195712;;;11.49
2040;195801;;;49.2
2040;195802;;;44.25
2040;195803;;1.92;56.4
2040;195804;;;47.85
2040;195805;;;34.35
2040;195806;;;24.45
2040;195807;;;18.85
2040;195808;;;11.49
2040;195809;;;13.62
2040;195810;;;12.96
2040;195811;;;7.22
2040;195812;;;28.5
2040;195901;;1.43;34.35
2040;195902;;;18.47
2040;195903;;;24.9
2040;195904;;;29.4
2040;195905;;;29.4
2040;195906;;;19.7
2040;195907;;;11.49
2040;195908;;;12.3
2040;195909;;;12.96
2040;195910;;;11.49
2040;195911;;;37.95
2040;195912;;2.22;70.45
2040;196001;;;63.6
2040;196002;;;68.1
2040;196003;;;61.35
2040;196004;;;41.1
2040;196005;;;52.35
2040;196006;;;14.94
2040;196007;;;9.16
2040;196008;;;7.04
2040;196009;;;8.06
2040;196010;;;83.81
2040;196011;;2.13;114.11
2040;196012;;;50.55
2040;196101;;;60.16
2040;196102;;;50.55
2040;196103;;;35.77
2040;196104;;;21.29
2040;196105;;;12.23
2040;196106;;;10.64
2040;196107;;;11.72
2040;196108;;;8.1
2040;196109;;;19.38
2040;196510;;;13.6
2040;196511;;;59.7
2040;196512;;;40.6
2040;196601;;;85.1
2040;196602;21;2.11;165.1
2040;196603;;;63.6
2040;196604;;;42.5
2040;196605;;;31.9
2040;196606;;;30.3
2040;196607;;;23.5
2040;196608;;;24.1
2040;196609;;;19.3
2040;197210;;;16.66
2040;197211;;;19
2040;197212;;;24.6
2040;197301;;;26
2040;197302;;;12.3
2040;197303;;;12.04
2040;197304;;;14.28
2040;197305;21;1.24;52.2
2040;197306;;;23.4
2040;197307;;;12.82
2040;197308;;;12.04
2040;197309;;;12.3
2040;197310;;;17
2040;197311;;;21
2040;197312;;;9.5
