ref_ceh;anomes;hmedmes;qmedmes;apormedmes;qcmes;hcmes;dia_cmes;qnmes;hnmes;dia_nmes;orig_dato_id
2401;197706;0.46;2.752;7.134;5.55;0.73;21;1.61;0.33;19;1
2401;197707;0.42;2.413;6.462;4.28;0.62;1;0.68;0.17;28;1
2401;197708;0.41;2.363;6.33;3.42;0.54;3;0.07;0.02;13;1
2401;197709;0.51;3.181;8.245;4.97;0.68;30;1.16;0.26;8;1
2401;197710;0.68;4.976;13.328;5.55;0.73;20;4.51;0.64;3;1
2401;197711;0.59;3.933;10.194;4.63;0.65;1;2.56;0.45;7;1
2401;197712;0.61;4.184;11.206;5.09;0.69;22;2.65;0.46;4;1
2401;197801;0.6;4.066;10.891;4.63;0.65;18;3.02;0.5;20;1
2401;197802;0.61;4.152;10.044;5.2;0.7;14;3.42;0.54;19;1
2401;197803;0.55;3.575;9.574;6.01;0.77;1;1.22;0.27;29;1
2401;197804;0.62;4.31;11.172;5.09;0.69;6;2.56;0.45;1;1
2401;197805;0.47;2.882;7.72;4.63;0.65;3;0.33;0.09;30;1
2401;197806;0.27;1.287;3.335;3.12;0.51;27;0.33;0.09;6;1
2401;197807;0.35;1.918;5.136;4.63;0.65;19;0.45;0.12;13;1
2401;197808;0.26;1.185;3.175;2.84;0.48;2;0.68;0.17;23;1
2401;197809;0.21;0.905;2.347;1.55;0.32;30;0.37;0.1;13;1
2401;197810;0.43;2.497;6.689;4.625;0.65;12;0.82;0.2;6;1
2401;197811;0.47;2.799;7.254;4.74;0.66;5;1.348;0.29;7;1
2401;197812;0.47;2.83;7.58;4.855;0.67;8;1.286;0.28;14;1
2401;197901;0.5;3.007;8.055;3.732;0.57;19;2.216;0.41;4;1
2401;197902;0.54;3.489;8.442;4.855;0.67;12;1.348;0.29;14;1
2401;197903;0.62;4.262;11.415;4.74;0.66;8;2.836;0.48;6;1
2401;197904;0.55;3.559;9.224;4.74;0.66;27;2.474;0.44;14;1
2401;197905;0.26;1.294;3.466;4.28;0.62;11;0.144;0.04;8;1
2401;197906;0.26;1.201;3.114;3.32;0.53;3;0.072;0.02;22;1
2401;197907;0.3;1.447;3.876;1.826;0.36;12;1.1;0.25;17;1
2401;197908;0.25;1.093;2.927;1.682;0.34;2;0.724;0.18;25;1
2401;197909;0.24;1.052;2.726;1.546;0.32;3;0.724;0.18;29;1
2401;197910;0.51;3.258;8.726;4.855;0.67;18;0.82;0.2;1;1
2401;197911;0.56;3.614;9.367;3.838;0.58;15;3.12;0.51;4;1
2401;197912;0.54;3.443;9.221;3.944;0.59;7;2.56;0.45;30;1
2401;198001;0.53;3.288;8.807;3.838;0.58;4;2.474;0.44;20;1
2401;198002;0.56;3.603;9.028;4.05;0.6;5;2.474;0.44;29;1
2401;198003;0.47;2.743;7.346;3.626;0.56;21;1.546;0.32;29;1
2401;198004;0.42;2.327;6.032;3.52;0.55;20;1.224;0.27;27;1
2401;198005;0.44;2.517;6.743;4.395;0.63;16;0.628;0.16;31;1
2401;198006;0.18;0.727;1.885;0.988;0.23;30;0.58;0.15;22;1
2401;198007;0.27;1.269;3.4;2.652;0.46;21;0.58;0.15;12;1
2401;198008;0.25;1.098;2.94;1.348;0.29;4;0.772;0.19;13;1
2401;198009;0.25;1.134;2.94;1.682;0.34;22;0.772;0.19;14;1
2401;198010;0.37;1.97;5.277;2.744;0.47;23;1.162;0.26;14;1
2401;198011;0.38;2.023;5.244;3.22;0.52;16;0.628;0.16;29;1
2401;198012;0.37;1.957;5.242;3.42;0.54;23;0.932;0.22;18;1
2401;198101;0.46;2.684;7.19;3.42;0.54;19;1.826;0.36;15;1
2401;198102;0.45;2.582;6.247;3.626;0.56;22;1.978;0.38;18;1
2401;198103;0.4;2.18;5.84;3.626;0.56;1;0.628;0.16;28;1
2401;198104;0.25;1.163;3.014;3.32;0.53;7;0.37;0.1;26;1
2401;198105;0.06;0.217;0.581;0.454;0.12;26;0.036;0.01;17;1
2401;198106;0.03;0.129;0.334;0.82;0.2;1;0;0;17;1
2401;198107;0.21;0.983;2.632;2.388;0.43;6;0;0;17;1
2401;198108;0.14;0.602;1.612;1.902;0.37;9;0.036;0.01;23;1
2401;198109;0.11;0.606;1.57;3.22;0.52;28;0.036;0.01;1;1
2401;198110;0.53;3.369;9.025;4.165;0.61;8;1.902;0.37;28;1
2401;198111;0.27;1.231;3.19;2.56;0.45;1;0.496;0.13;15;1
2401;198112;0.36;1.847;4.947;2.928;0.49;27;0.988;0.23;8;1
2401;198201;0.39;2.11;5.651;2.652;0.46;22;1.546;0.32;15;1
2401;198202;0.4;2.111;5.107;2.56;0.45;16;1.478;0.31;27;1
2401;198203;0.15;0.681;1.824;2.054;0.39;2;0;0;14;1
2401;198204;0.04;0.135;0.35;0.538;0.14;2;0.036;0.01;4;1
2401;198205;0.04;0.207;0.556;2.302;0.42;30;0;0;2;1
2401;198206;0.29;1.424;3.692;2.744;0.47;4;0.18;0.05;24;1
2401;198207;0.07;0.292;0.781;1.162;0.26;17;0;0;4;1
2401;198208;0.06;0.249;0.667;1.826;0.36;3;0;0;8;1
2401;198209;0.18;0.951;2.464;3.626;0.56;29;0.036;0.01;1;1
2401;198210;0.55;3.478;9.316;3.838;0.58;12;2.388;0.43;14;1
2401;198211;0.3;1.544;4.002;3.42;0.54;1;0.144;0.04;7;1
2401;198212;0.31;1.484;3.974;2.56;0.45;30;0.538;0.14;8;1
2401;198301;0.31;1.53;4.097;3.02;0.5;18;0.454;0.12;16;1
2401;198302;0.15;0.652;1.579;1.41;0.3;2;0.072;0.02;18;1
2401;198303;0.28;1.562;4.184;4.165;0.61;18;0.036;0.01;9;1
2401;198304;0.35;1.822;4.722;4.28;0.62;5;0.58;0.15;19;1
2401;198305;0.3;1.468;3.931;3.02;0.5;9;0.454;0.12;11;1
2401;198306;0.19;0.878;2.276;2.216;0.41;20;0.036;0.01;12;1
2401;198307;0.18;0.787;2.109;1.41;0.3;1;0.072;0.02;20;1
2401;198308;0.26;1.217;3.26;1.826;0.36;9;0.036;0.01;28;1
2401;198309;0.09;0.352;0.913;0.82;0.2;22;0;0;13;1
2401;198310;0.35;1.962;5.255;3.52;0.55;5;0.218;0.06;23;1
2401;198311;0.39;2.088;5.411;3.32;0.53;25;0.496;0.13;1;1
2401;198312;0.47;2.724;7.296;3.52;0.55;6;1.162;0.26;22;1
2401;198401;0.47;2.739;7.336;3.944;0.59;19;1.978;0.38;28;1
2401;198402;0.48;2.834;7.101;4.05;0.6;14;1.478;0.31;26;1
2401;198403;0.3;1.472;3.944;2.56;0.45;26;0.18;0.05;3;1
2401;198404;0.33;1.693;4.388;3.02;0.5;8;0.412;0.11;19;1
2401;198405;0.34;1.901;5.092;4.625;0.65;21;0.294;0.08;12;1
2401;198406;0.29;1.455;3.771;3.02;0.5;28;0.37;0.1;14;1
2401;198407;0.24;1.193;3.197;3.12;0.51;6;0.036;0.01;12;1
2401;198408;0.28;1.289;3.453;1.978;0.38;6;0.454;0.12;22;1
2401;198409;0.19;0.859;2.226;1.902;0.37;30;0.072;0.02;23;1
2401;198410;0.47;2.787;7.464;3.838;0.58;2;1.682;0.34;27;1
2401;198411;0.35;1.913;4.958;3.22;0.52;29;0.144;0.04;16;1
2401;198412;0.44;2.511;6.727;3.12;0.51;3;1.826;0.36;29;1
2401;198501;0.41;2.274;6.09;3.838;0.58;24;1.41;0.3;12;1
2401;198502;0.43;2.442;5.907;3.32;0.53;25;1.614;0.33;16;1
2401;198503;0.46;2.646;7.087;3.42;0.54;10;1.902;0.37;30;1
2401;198504;0.43;2.444;6.334;3.626;0.56;23;1.044;0.24;4;1
2401;198505;0.31;1.707;4.573;3.732;0.57;13;0.072;0.02;25;1
2401;198506;0.19;0.967;2.507;2.474;0.44;11;0;0;30;1
2401;198507;0.16;0.785;2.101;5.2;0.7;6;0;0;11;1
2401;198508;0.14;0.529;1.418;0.772;0.19;28;0.256;0.07;24;1
2401;198509;0.2;0.816;2.115;1.41;0.3;9;0.294;0.08;14;1
2401;198510;0.47;2.791;7.476;4.165;0.61;14;0.876;0.21;1;1
2401;198511;0.44;2.539;6.581;3.944;0.59;14;1.478;0.31;10;1
2401;198512;0.44;2.51;6.723;3.32;0.53;27;1.682;0.34;14;1
2401;198601;0.41;2.247;6.018;3.22;0.52;22;1.044;0.24;9;1
2401;198602;0.44;2.531;6.123;3.32;0.53;10;1.614;0.33;22;1
2401;198603;0.43;2.45;6.561;3.32;0.53;7;1.286;0.28;4;1
2401;198604;0.49;2.915;7.554;4.395;0.63;6;1.902;0.37;23;1
2401;198605;0.13;0.621;1.664;3.02;0.5;2;0;0;11;1
2401;198606;0.11;0.473;1.226;1.978;0.38;25;0.036;0.01;15;1
2401;198607;0.09;0.359;0.963;1.1;0.25;21;0.072;0.02;26;1
2401;198608;0.09;0.334;0.894;0.538;0.14;5;0.072;0.02;28;1
2401;198609;0.32;2.049;5.311;4.28;0.62;24;0.072;0.02;4;1
2401;198610;0.49;2.976;7.971;3.626;0.56;1;1.546;0.32;7;1
2401;198611;0.44;2.478;6.423;3.52;0.55;10;1.224;0.27;22;1
2401;198612;0.43;2.45;6.563;3.42;0.54;1;1.348;0.29;25;1
2401;198701;0.46;2.723;7.293;3.944;0.59;19;1.75;0.35;1;1
2401;198702;0.45;2.571;6.22;3.32;0.53;2;1.286;0.28;21;1
2401;198703;0.45;2.619;7.015;3.52;0.55;11;1.614;0.33;14;1
2401;198704;0.38;2.005;5.197;2.836;0.48;6;0.676;0.17;26;1
2401;198705;0.11;0.46;1.233;1.75;0.35;3;0.036;0.01;10;1
2401;198706;0.15;0.754;1.955;2.928;0.49;16;0.036;0.01;28;1
2401;198707;0.12;0.537;1.437;2.302;0.42;19;0;0;26;1
2401;198708;0.02;0.058;0.156;0.108;0.03;13;0;0;1;1
2401;198709;0.18;0.839;2.175;4.28;0.62;29;0.036;0.01;1;1
2401;198710;0.48;2.9;7.767;3.944;0.59;19;1.478;0.31;10;1
2401;198711;0.48;2.832;7.339;3.944;0.59;30;1.1;0.25;25;1
2401;198712;0.52;3.297;8.83;4.625;0.65;27;2.054;0.39;5;1
2401;198801;0.65;4.683;12.542;5.775;0.75;16;2.652;0.46;6;1
2401;198802;0.62;4.354;10.908;5.43;0.72;2;1.902;0.37;27;1
2401;198803;0.41;2.452;6.568;3.944;0.59;2;0.144;0.04;27;1
2401;198804;0.42;2.367;6.135;3.22;0.52;8;0.628;0.16;1;1
2401;198805;0.44;2.507;6.716;3.22;0.52;9;1.682;0.34;15;1
2401;198806;0.48;2.847;7.379;3.52;0.55;22;1.478;0.31;8;1
2401;198807;0.45;2.765;7.405;4.51;0.64;17;0.454;0.12;27;1
2401;198808;0.17;0.787;2.108;2.836;0.48;15;0;0;21;1
2401;198809;0.33;1.62;4.199;2.474;0.44;12;0.58;0.15;1;1
2401;198810;0.46;2.747;7.357;3.626;0.56;23;0.628;0.16;1;1
2401;198811;0.5;3.041;7.882;3.732;0.57;2;1.546;0.32;26;1
2401;198812;0.49;2.951;7.904;3.42;0.54;20;1.826;0.36;3;1
2401;198901;0.51;3.133;8.393;4.625;0.65;17;2.56;0.45;19;1
2401;198902;0.37;2.062;4.988;4.97;0.68;12;0.036;0.01;22;1
2401;198903;0.4;2.267;6.071;4.74;0.66;20;0.496;0.13;15;1
2401;198904;0.27;1.338;3.468;2.836;0.48;21;0;0;1;1
2401;198905;0.2;1.161;3.11;5.2;0.7;31;0;0;9;1
2401;198907;0.09;0.432;1.157;3.42;0.54;28;0.036;0.01;8;1
2401;198908;0.07;0.311;0.832;1.682;0.34;14;0.036;0.01;19;1
2401;198909;0.11;0.547;1.417;3.02;0.5;10;0.036;0.01;1;1
2401;198910;0.02;0.078;0.208;0.144;0.04;27;0.036;0.01;11;1
2401;198911;0.02;0.072;0.187;0.072;0.02;1;0.072;0.02;1;1
2401;199010;0.32;1.736;4.651;3.626;0.56;4;0.072;0.02;28;1
2401;199011;0.37;1.958;5.074;2.928;0.49;27;0.108;0.03;1;1
2401;199012;0.44;2.44;6.534;3.12;0.51;12;1.826;0.36;6;1
2401;199101;0.47;2.742;7.345;3.626;0.56;13;2.13;0.4;26;1
2401;199102;0.43;2.358;5.704;2.652;0.46;4;1.682;0.34;9;1
2401;199103;0.42;2.372;6.354;3.944;0.59;4;0.932;0.22;28;1
2401;199104;0.3;1.483;3.844;2.302;0.42;9;0.036;0.01;28;1
2401;199105;0.03;0.1;0.268;0.772;0.19;10;0;0;15;1
2401;199106;0.06;0.217;0.562;1.286;0.28;9;0;0;1;1
2401;199107;0.04;0.16;0.43;0.932;0.22;1;0;0;10;1
2401;199108;0.02;0.091;0.244;0.412;0.11;1;0;0;9;1
2401;199109;0.32;1.736;4.5;5.545;0.73;14;0.072;0.02;5;1
2401;199110;0.55;3.633;9.73;4.51;0.64;9;0.628;0.16;19;1
2401;199111;0.63;4.35;11.276;4.74;0.66;21;3.838;0.58;4;1
2401;199112;0.63;4.392;11.765;4.97;0.68;19;3.838;0.58;27;1
2401;199201;0.66;4.789;12.826;6.005;0.77;23;3.838;0.58;14;1
2401;199202;0.66;4.744;11.886;5.43;0.72;5;4.165;0.61;15;1
2401;199203;0.34;1.975;5.29;4.625;0.65;1;0.18;0.05;21;1
2401;199204;0.37;2.124;5.505;4.395;0.63;4;0.37;0.1;26;1
2401;199205;0.03;0.138;0.369;2.302;0.42;31;0;0;9;1
2401;199206;0.21;1.05;2.722;3.626;0.56;5;0.072;0.02;13;1
2401;199207;0.09;0.368;0.986;1.826;0.36;5;0;0;11;1
2401;199208;0.25;1.389;3.721;4.28;0.62;23;0.18;0.05;15;1
2401;199209;0.27;1.558;4.039;5.315;0.71;29;0.18;0.05;12;1
2401;199210;0.49;1.013;2.714;1.642;0.62;1;0.115;0.14;3;1
2401;199211;0.6;1.534;3.976;1.703;0.63;1;1.303;0.56;14;1
2401;199212;0.71;2.318;6.209;2.815;0.78;22;1.519;0.6;2;1
2401;199301;0.71;2.263;6.062;2.557;0.75;4;2.102;0.69;29;1
2401;199302;0.54;1.391;3.364;2.248;0.71;3;0.052;0.06;27;1
2401;199303;0.57;1.411;3.779;1.964;0.67;14;0.81;0.45;27;1
2401;199304;0.29;0.393;1.018;1.061;0.51;5;0.087;0.11;30;1
2401;199305;0.31;0.714;1.911;1.826;0.65;23;0.036;0.03;11;1
2401;199306;0.37;0.769;1.993;1.642;0.62;3;0.052;0.06;19;1
2401;199307;0.2;0.364;0.974;2.102;0.69;5;0.041;0.04;17;1
2401;199308;0.26;0.471;1.261;1.826;0.65;28;0.032;0.02;21;1
2401;199309;0.48;1.009;2.616;1.964;0.67;9;0.25;0.24;2;1
2401;199310;0.65;1.825;4.888;2.033;0.68;9;1.108;0.52;1;1
2401;199311;0.66;1.874;4.858;2.033;0.68;6;1.58;0.61;27;1
2401;199312;0.65;1.87;5.01;2.102;0.69;3;1.014;0.5;31;1
2401;199401;0.66;1.959;5.247;2.48;0.74;24;0.775;0.44;1;1
2401;199402;0.65;1.807;4.37;1.964;0.67;20;1.58;0.61;14;1
2401;199403;0.6;1.663;4.453;2.033;0.68;6;0.096;0.12;29;1
2401;199404;0.51;1.301;3.372;2.48;0.74;24;0.096;0.12;30;1
2401;199405;0.39;1.272;3.407;5.191;1;18;0.032;0.02;8;1
2401;199406;0.33;0.828;2.146;2.815;0.78;27;0.036;0.03;21;1
2401;199407;0.23;0.888;2.378;7.448;1.15;25;0.032;0.02;17;1
2401;199408;0.32;0.708;1.897;2.48;0.74;15;0.045;0.05;4;1
2401;199409;0.39;0.903;2.341;2.325;0.72;26;0.052;0.06;10;1
2401;199410;0.63;1.752;4.692;2.248;0.71;2;0.517;0.36;15;1
2401;199411;0.57;1.507;3.907;2.557;0.75;14;0.266;0.25;26;1
2401;199412;0.72;2.388;6.397;2.901;0.79;12;0.415;0.32;4;1
2401;199501;0.71;2.318;6.208;3.082;0.81;11;1.061;0.51;28;1
2401;199502;0.73;2.496;6.037;3.082;0.81;17;0.81;0.45;1;1
2401;199503;0.74;2.516;6.739;3.177;0.82;6;1.826;0.65;17;1
2401;199504;0.29;0.665;1.724;3.368;0.84;2;0.124;0.15;22;1
2401;199505;0.28;0.515;1.38;2.901;0.79;19;0.124;0.15;5;1
2401;199506;0.22;0.265;0.686;0.67;0.41;17;0.096;0.12;9;1
2401;199507;0.22;0.288;0.772;2.102;0.69;4;0.087;0.11;31;1
2401;199508;0.17;0.16;0.428;0.415;0.32;16;0.078;0.1;20;1
2401;199509;0.29;0.46;1.192;1.58;0.61;25;0.124;0.15;7;1
2401;199510;0.28;0.381;1.021;0.72;0.41;31;0.07;0.14;21;1
2401;199511;0.6;1.629;4.222;2.47;0.77;29;0.14;0.19;1;1
2401;199512;0.64;1.761;4.717;2.41;0.76;1;0.72;0.41;17;1
2401;199601;0.71;2.154;5.77;2.86;0.83;23;1.57;0.61;15;1
2401;199602;0.64;1.735;4.347;2.35;0.75;3;0.44;0.32;18;1
2401;199603;0.71;2.123;5.686;2.28;0.74;23;1.88;0.67;4;1
2401;199604;0.77;2.485;6.442;2.93;0.84;14;1.67;0.63;30;1
2401;199605;0.67;1.957;5.242;2.86;0.83;2;0.86;0.45;30;1
2401;199606;0.42;0.891;2.309;2.05;0.7;2;0.05;0.12;8;1
2401;199607;0.31;0.505;1.352;1.83;0.66;15;0.05;0.12;20;1
2401;199608;0.39;0.743;1.991;1.52;0.6;14;0.11;0.17;31;1
2401;199609;0.42;0.987;2.557;2.28;0.74;21;0.05;0.12;8;1
2401;199610;0.59;1.539;4.121;2.17;0.72;1;0.16;0.2;26;1
2401;199611;0.57;1.498;3.882;2.35;0.75;23;0.11;0.17;27;1
2401;199612;0.58;1.536;4.115;2.11;0.71;28;0.18;0.21;4;1
2401;199701;0.69;1.989;5.327;2.11;0.71;29;1.72;0.64;1;1
2401;199702;0.63;1.684;4.075;1.94;0.68;1;0.98;0.48;15;1
